LCSC,Ref,Status,Detail
C25741,R4,OK,fit=0.08mm jlc_offset=0 db=0.0
C131394,C1,OK,fit=0.06mm jlc_offset=0 db=0.0
C131394,C15,OK,fit=0.06mm jlc_offset=0 db=0.0
C131394,C2,OK,fit=0.06mm jlc_offset=0 db=0.0
C131394,C20,OK,fit=0.06mm jlc_offset=0 db=0.0
C131394,C21,OK,fit=0.06mm jlc_offset=0 db=0.0
C131394,C22,OK,fit=0.06mm jlc_offset=0 db=0.0
C131394,CA3,OK,fit=0.06mm jlc_offset=0 db=0.0
C131394,CB3,OK,fit=0.06mm jlc_offset=0 db=0.0
C454289,CE1,ROT-DB-SUGGEST,"fit=0.35mm jlc_offset=0 db=180.0 -> add: CP_Elec_8x10,0"
C60490,R19,OK,fit=0.08mm jlc_offset=0 db=0.0
C60490,R20,OK,fit=0.08mm jlc_offset=0 db=0.0
C77102,CA51,OK,fit=0.05mm jlc_offset=0 db=0.0
C77102,CA52,OK,fit=0.05mm jlc_offset=0 db=0.0
C77102,CA53,OK,fit=0.05mm jlc_offset=0 db=0.0
C77102,CB51,OK,fit=0.05mm jlc_offset=0 db=0.0
C77102,CB52,OK,fit=0.05mm jlc_offset=0 db=0.0
C77102,CB53,OK,fit=0.05mm jlc_offset=0 db=0.0
C25754,RA5,OK,fit=0.08mm jlc_offset=0 db=0.0
C25754,RB5,OK,fit=0.08mm jlc_offset=0 db=0.0
C207061,F1,PAD-MISMATCH,best=none
C226807,R34,OK,fit=0.08mm jlc_offset=0 db=0.0
C226807,R5,OK,fit=0.08mm jlc_offset=0 db=0.0
C226807,RA1,OK,fit=0.08mm jlc_offset=0 db=0.0
C226807,RB1,OK,fit=0.08mm jlc_offset=0 db=0.0
C1549,CA4,OK,fit=0.06mm jlc_offset=0 db=0.0
C1549,CB4,OK,fit=0.06mm jlc_offset=0 db=0.0
C11702,R22,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R23,OK,fit=0.08mm jlc_offset=0 db=0.0
C107021,CA10,OK,fit=0.06mm jlc_offset=0 db=0.0
C107021,CB10,OK,fit=0.06mm jlc_offset=0 db=0.0
C25765,R21,OK,fit=0.08mm jlc_offset=0 db=0.0
C25765,R33,OK,fit=0.08mm jlc_offset=0 db=0.0
C25765,RA3,OK,fit=0.08mm jlc_offset=0 db=0.0
C25765,RB3,OK,fit=0.08mm jlc_offset=0 db=0.0
C128504,CA7,ROT-DB-SUGGEST,"fit=0.13mm jlc_offset=0 db=180.0 -> add: CP_Elec_6.3x5.9,0"
C128504,CB7,ROT-DB-SUGGEST,"fit=0.13mm jlc_offset=0 db=180.0 -> add: CP_Elec_6.3x5.9,0"
C12891,C30,OK,fit=0.12mm jlc_offset=0 db=0.0
C12891,C31,OK,fit=0.12mm jlc_offset=0 db=0.0
C12891,C32,OK,fit=0.12mm jlc_offset=0 db=0.0
C12891,C33,OK,fit=0.12mm jlc_offset=0 db=0.0
C12891,C34,OK,fit=0.12mm jlc_offset=0 db=0.0
C276264,R16,OK,fit=0.08mm jlc_offset=0 db=0.0
C276264,R17,OK,fit=0.08mm jlc_offset=0 db=0.0
C276264,R18,OK,fit=0.08mm jlc_offset=0 db=0.0
C23630,C16,OK,fit=0.08mm jlc_offset=0 db=0.0
C23630,CA2,OK,fit=0.08mm jlc_offset=0 db=0.0
C23630,CB2,OK,fit=0.08mm jlc_offset=0 db=0.0
C852731,RA2,OK,fit=0.08mm jlc_offset=0 db=0.0
C106223,CA9,OK,fit=0.06mm jlc_offset=0 db=0.0
C106223,CB9,OK,fit=0.06mm jlc_offset=0 db=0.0
C15172,RA4,OK,fit=0.08mm jlc_offset=0 db=0.0
C15172,RB4,OK,fit=0.08mm jlc_offset=0 db=0.0
C137981,RB2,OK,fit=0.08mm jlc_offset=0 db=0.0
C82219,C3,OK,fit=0.06mm jlc_offset=0 db=0.0
C82219,CA1,OK,fit=0.06mm jlc_offset=0 db=0.0
C82219,CB1,OK,fit=0.06mm jlc_offset=0 db=0.0
C84494,CA61,OK,fit=0.05mm jlc_offset=0 db=0.0
C84494,CA62,OK,fit=0.05mm jlc_offset=0 db=0.0
C84494,CA63,OK,fit=0.05mm jlc_offset=0 db=0.0
C84494,CA64,OK,fit=0.05mm jlc_offset=0 db=0.0
C84494,CB61,OK,fit=0.05mm jlc_offset=0 db=0.0
C84494,CB62,OK,fit=0.05mm jlc_offset=0 db=0.0
C84494,CB63,OK,fit=0.05mm jlc_offset=0 db=0.0
C84494,CB64,OK,fit=0.05mm jlc_offset=0 db=0.0
C60154,RA6,OK,fit=0.08mm jlc_offset=0 db=0.0
C60154,RB6,OK,fit=0.08mm jlc_offset=0 db=0.0
C26982,R2,OK,fit=0.08mm jlc_offset=0 db=0.0
C453769,R3,OK,fit=0.08mm jlc_offset=0 db=0.0
C409935,R1,OK,fit=0.08mm jlc_offset=0 db=0.0
C45186,CA8,OK,fit=0.06mm jlc_offset=0 db=0.0
C45186,CB8,OK,fit=0.06mm jlc_offset=0 db=0.0
C840100,Q1,PAD-MISMATCH,"best=(1.236938155285051, False, 90)"
C840100,Q2,PAD-MISMATCH,"best=(1.236938155285051, False, 90)"
C840100,QA1,PAD-MISMATCH,"best=(1.236938155285051, False, 90)"
C840100,QA2,PAD-MISMATCH,"best=(1.236938155285051, False, 90)"
C840100,QB1,PAD-MISMATCH,"best=(1.236938155285051, False, 90)"
C840100,QB2,PAD-MISMATCH,"best=(1.236938155285051, False, 90)"
C485912,U2,OK,fit=0.40mm jlc_offset=270 db=270.0
C485912,U3,OK,fit=0.40mm jlc_offset=270 db=270.0
C3215600,U1,ROT-DB-SUGGEST,"fit=0.02mm jlc_offset=0 db=270.0 -> add: WSON-12_3x3_P0.5_LM74800DRR,0"
C17700181,"LA1,LB1",NO-CAD,['[ERROR] Failed to fetch data from EasyEDA API for part C17700181']
C353386,D1,OK,fit=0.21mm jlc_offset=0 db=0.0
C113974,D2,OK,fit=0.21mm jlc_offset=0 db=0.0
C113974,D3,OK,fit=0.21mm jlc_offset=0 db=0.0
C130056,U4,ROT-DB-SUGGEST,"fit=0.05mm jlc_offset=90 db=270.0 -> add: VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,90"
C130056,U5,ROT-DB-SUGGEST,"fit=0.05mm jlc_offset=90 db=270.0 -> add: VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,90"
C130056,U6,ROT-DB-SUGGEST,"fit=0.05mm jlc_offset=90 db=270.0 -> add: VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,90"
