Comment,Designator,Footprint,MPN,LCSC
100k EN-A hi (8.5V on),R4,R_0402_1005Metric,,C25741
100n,"C1,C15,C2,C20,C21,C22,CA3,CB3",C_0402_1005Metric,,C131394
100u hybrid 35V,CE1,CP_Elec_8x10,,C454289
10k,"R19,R20",R_0402_1005Metric,,C60490
10u 50V X7R,"CA51,CA52,CA53,CB51,CB52,CB53",C_1210_3225Metric,,C77102
13k RC1,"RA5,RB5",R_0402_1005Metric,,C25754
15A ATO,F1,FuseHolder_ATO_FLR_EdgeTrim,,C207061
16k5,"R34,R5,RA1,RB1",R_0402_1005Metric,,C226807
18p CILIM,"CA4,CB4",C_0402_1005Metric,,C1549
1k,"R22,R23",R_0402_1005Metric,,C11702
1n2 CC3,"CA10,CB10",C_0402_1005Metric,,C107021
20k,"R21,R33,RA3,RB3",R_0402_1005Metric,,C25765
220u poly 25mR,"CA7,CB7",CP_Elec_6.3x5.9,,C128504
22u port,"C30,C31,C32,C33,C34",C_1206_3216Metric,,C12891
24k3 RILIM (2.51A),"R16,R17,R18",R_0402_1005Metric,,C276264
2u2,"C16,CA2,CB2",C_0603_1608Metric,,C23630
348R RILIM (wc 6.3A),RA2,R_0402_1005Metric,,C852731
39p CC2,"CA9,CB9",C_0402_1005Metric,,C106223
3k74 RFB2 (5.08V),"RA4,RB4",R_0402_1005Metric,,C15172
432R RILIM (wc 7.8A),RB2,R_0402_1005Metric,,C137981
47n,"C3,CA1,CB1",C_0402_1005Metric,,C82219
47u 10V X7R,"CA61,CA62,CA63,CA64,CB61,CB62,CB63,CB64",C_1210_3225Metric,,C84494
4k64 RC2,"RA6,RB6",R_0402_1005Metric,,C60154
52k3 ladder-mid (UVLO 9.33V),R2,R_0402_1005Metric,,C26982
82k5 ladder-bot (OV 15.25V),R3,R_0402_1005Metric,,C453769
887k ladder-top,R1,R_0402_1005Metric,,C409935
8n2 CC1,"CA8,CB8",C_0402_1005Metric,,C45186
CSD18543Q3A,"Q1,Q2,QA1,QA2,QB1,QB2",VSON-8_3.3x3.3mm_P0.65mm_NexFET,,C840100
LM5145,"U2,U3",VQFN-20_3.5x4.5_P0.5_LM5145RGY,,C485912
LM74800-Q1,U1,WSON-12_3x3_P0.5_LM74800DRR,,C3215600
MWSA1005S-3R3 16A,"LA1,LB1",L_Sunlord_MWSA1005S,,C17700181
SMBJ16A,D1,D_SMB,,C353386
SMBJ5.0A,"D2,D3",D_SMB,,C113974
TPS2557 2.5A,"U4,U5,U6",VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,,C130056
USB-A 2.5A,"J2,J3,J4",USB_A_CNCTech_1001-011-01101_Horizontal,,
USB4105-GF-A,J5,USB_C_Receptacle_GCT_USB4105-xx-A_16P_TopMnt_Horizontal,,C3020560
XT60_BATT,J1,XT60PW-M_EdgeTrim,,C98732
green,"D4,D5",LED_0805_2012Metric,,C2297
