Comment,Designator,Footprint,MPN,LCSC
100kΩ,R3,R_0603_1608Metric,,C25803
100nF,"C10,C7",C_0603_1608Metric,,C14663
100uF,C1,C_1210_3225Metric,,C49066
100Ω,"R1,R10,R11",R_0603_1608Metric,,C22775
10kΩ,"R6,R8,R9",R_0603_1608Metric,,C25804
10uF,"C3,C4,C5,C6,C8,C9",C_0805_2012Metric,,C15850
1uF,C2,C_0603_1608Metric,,C15849
20kΩ,R7,R_0603_1608Metric,,C4184
22kΩ,"R4,R5",R_0603_1608Metric,,C31850
3.9kΩ,R2,R_0603_1608Metric,,C23018
C192421,U1,SOIC-8_3.9x4.9mm_P1.27mm,,C192421
C1972959,D1,SOT-553,,C1972959
C22359707,LS1,CMT-8504-100-SMT-TR,,C22359707
C2480,D2,D_SMA,,C2480
C559105,D3,D_SMA,,C559105
