LCSC,Ref,Status,Detail
C17888,R_KEY,OK,fit=0.02mm jlc_offset=0 db=0.0
C17888,R_STOP,OK,fit=0.02mm jlc_offset=0 db=0.0
C21189,R_SHIELD,OK,fit=0.08mm jlc_offset=0 db=0.0
C25862,R_ILM,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_COILENPD,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_DECDPD,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_DECUPD,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_HSG,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_MR,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_OVT,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_PG,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_SWPUA,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_SWPUB,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_SWPURHA,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R_SWPURHE,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C_3V3,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C_3V3A2,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C_IN2,OK,fit=0.07mm jlc_offset=0 db=0.0
C14663,C_ULNA,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C_ULNB,OK,fit=0.08mm jlc_offset=0 db=0.0
C1525,C_ADCV2,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C_AND1,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C_AND2,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C_AND3,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C_COMP,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C_DECD,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C_DECU,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C_EXP,OK,fit=0.06mm jlc_offset=0 db=0.0
