LCSC,Ref,Status,Detail
C25741,R90,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R60,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R64,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R61,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R65,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R62,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R66,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R63,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R67,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R111,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R112,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R113,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R114,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R115,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R116,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R117,OK,fit=0.08mm jlc_offset=0 db=0.0
C25741,R118,OK,fit=0.08mm jlc_offset=0 db=0.0
C1525,C138,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C139,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C130,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C131,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C132,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C133,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C134,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C135,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C20,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C51,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C61,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C53,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C63,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C57,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C67,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C56,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C66,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C41,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C142,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C141,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C101,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C102,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C103,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C104,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C105,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C106,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C107,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C108,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C109,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C110,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C111,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C112,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C35,OK,fit=0.06mm jlc_offset=0 db=0.0
C1525,C30,OK,fit=0.06mm jlc_offset=0 db=0.0
C1546,C12,OK,fit=0.06mm jlc_offset=0 db=0.0
C48970904,C90,NO-CAD,['[ERROR] Failed to fetch data from EasyEDA API for part C48970904']
C25744,R30,OK,fit=0.08mm jlc_offset=0 db=0.0
C25744,R13,OK,fit=0.08mm jlc_offset=0 db=0.0
C25744,R12,OK,fit=0.08mm jlc_offset=0 db=0.0
C25744,R15,OK,fit=0.08mm jlc_offset=0 db=0.0
C25744,R50,OK,fit=0.08mm jlc_offset=0 db=0.0
C15195,C40,OK,fit=0.06mm jlc_offset=0 db=0.0
C15525,C140,OK,fit=0.06mm jlc_offset=0 db=0.0
C15525,C11,OK,fit=0.06mm jlc_offset=0 db=0.0
C15525,C136,OK,fit=0.06mm jlc_offset=0 db=0.0
C15525,C137,OK,fit=0.06mm jlc_offset=0 db=0.0
C15525,C19,OK,fit=0.06mm jlc_offset=0 db=0.0
C15525,C121,OK,fit=0.06mm jlc_offset=0 db=0.0
C15525,C122,OK,fit=0.06mm jlc_offset=0 db=0.0
C25756,R11,OK,fit=0.08mm jlc_offset=0 db=0.0
C1549,C25,OK,fit=0.06mm jlc_offset=0 db=0.0
C1549,C26,OK,fit=0.06mm jlc_offset=0 db=0.0
C26083,R21,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R101,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R102,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R103,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R104,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R105,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R106,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R107,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R108,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R80,OK,fit=0.08mm jlc_offset=0 db=0.0
C11702,R81,OK,fit=0.08mm jlc_offset=0 db=0.0
C1523,C212,OK,fit=0.06mm jlc_offset=0 db=0.0
C1523,C222,OK,fit=0.06mm jlc_offset=0 db=0.0
C1523,C232,OK,fit=0.06mm jlc_offset=0 db=0.0
C1523,C242,OK,fit=0.06mm jlc_offset=0 db=0.0
C1523,C252,OK,fit=0.06mm jlc_offset=0 db=0.0
C1523,C262,OK,fit=0.06mm jlc_offset=0 db=0.0
C1523,C272,OK,fit=0.06mm jlc_offset=0 db=0.0
C1523,C282,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C17,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C123,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C31,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C16,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C211,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C221,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C231,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C241,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C251,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C261,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C271,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C281,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C210,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C220,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C230,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C240,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C250,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C260,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C270,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C280,OK,fit=0.06mm jlc_offset=0 db=0.0
C52923,C90i,OK,fit=0.06mm jlc_offset=0 db=0.0
C408332,L11,PAD-GEOM,pad 1<->2 ours 3.70mm vs JLC 4.06mm (d0.36mm) - land patterns disagree; adjudicate against the part datasheet's recommended pattern
C408332,L11,ROT-DB-SUGGEST,"fit=0.18mm jlc_offset=180 db=0.0 -> add: L_Sunlord_MWSA0402S,180"
C408332,L10,PAD-GEOM,pad 1<->2 ours 3.70mm vs JLC 4.06mm (d0.36mm) - land patterns disagree; adjudicate against the part datasheet's recommended pattern
C408332,L10,ROT-DB-SUGGEST,"fit=0.18mm jlc_offset=180 db=0.0 -> add: L_Sunlord_MWSA0402S,180"
C25765,R14,OK,fit=0.08mm jlc_offset=0 db=0.0
C138030,R33,OK,fit=0.08mm jlc_offset=0 db=0.0
C385994,C14,OK,fit=0.06mm jlc_offset=0 db=0.0
C20812,F1,PAD-GEOM,pad 1<->2 ours 4.28mm vs JLC 3.70mm (d0.58mm) - land patterns disagree; adjudicate against the part datasheet's recommended pattern
C20812,F1,OK,fit=0.29mm jlc_offset=0 db=0.0
C12530,C55,OK,fit=0.06mm jlc_offset=0 db=0.0
C12530,C65,OK,fit=0.06mm jlc_offset=0 db=0.0
C12530,C54,OK,fit=0.06mm jlc_offset=0 db=0.0
C12530,C64,OK,fit=0.06mm jlc_offset=0 db=0.0
C25778,R34,OK,fit=0.08mm jlc_offset=0 db=0.0
C25105,R42,OK,fit=0.08mm jlc_offset=0 db=0.0
C25105,R43,OK,fit=0.08mm jlc_offset=0 db=0.0
C25105,R40,OK,fit=0.08mm jlc_offset=0 db=0.0
