Comment,Designator,Footprint,MPN,LCSC
100kΩ,"R_bg2,R_pg",R_0402_1005Metric,0402WGF1003TCE,C25741
100nF,"C_5V2,C_5V3,C_VINR,C_avdd2b,C_avdd3b,C_c1,C_c10,C_c11,C_c12,C_c13,C_c2,C_c3,C_c4,C_c5,C_c6,C_c7,C_c8,C_c9,C_d1,C_d2,C_d3,C_d4,C_d5,C_d6,C_dvdd2,C_dvdd3,C_e1,C_e2,C_flash,C_iovdd2,C_iovdd3,C_pll2,C_rst,C_sht,C_u18b,C_u33b,C_u4,C_vref2b,C_vref3b,Cinh_U7,Cinh_U8,Couth_U10,Couth_U7,Couth_U8",C_0402_1005Metric,CL05B104KO5NNNC,C1525
100Ω,"Rs1M,Rs1P,Rs2M,Rs2P,Rs3M,Rs3P,Rs4M,Rs4P,Rs5M,Rs5P,Rs6M,Rs6P,Rs7M,Rs7P,Rs8M,Rs8P",R_0402_1005Metric,0402WGF1000TCE,C25076
10kΩ,"RG1,R_cs,R_rst",R_0402_1005Metric,RC0402FR-0710KL,C60490
10uF,"C_avdd2a,C_avdd3a,C_b0v9,C_b1v8,C_b3v3,C_vref2a,C_vref3a,Cin_U7,Cin_U8",C_0805_2012Metric,CL21A106KAYNNNE,C15850
1277AS-H-1R0M=P2,L2,C_1210_3225Metric,1277AS-H-1R0M=P2,C237284
1277AS-H-2R2M=P2,L1,C_1210_3225Metric,1277AS-H-2R2M=P2,C882626
12pF,"CL1,CL2",C_0402_1005Metric,0402CG120J500NT,C1547
1MΩ,Rf,R_0402_1005Metric,0402WGF1004TCE,C26083
1kΩ,"R_bg1,R_inj1,R_inj2",R_0402_1005Metric,0402WGF1001TCE,C11702
1nF,"Cd1,Cd2,Cd3,Cd4,Cd5,Cd6,Cd7,Cd8",C_0402_1005Metric,0402B102K500NT,C1523
1uF,"C_ldo2,C_ldo3,C_micb2,C_micb3,C_pll1,C_u18a,C_u33a,Cin_U10,Cin_U9,Cout_U9",C_0402_1005Metric,CL05A105KA5NQNC,C52923
2.2uF,"C_vb,Cc1M,Cc1P,Cc2M,Cc2P,Cc3M,Cc3P,Cc4M,Cc4P,Cc5M,Cc5P,Cc6M,Cc6P,Cc7M,Cc7P,Cc8M,Cc8P",C_0805_2012Metric,CL21A225KBQNNNE,C377773
2.2uF,Cout_U10,C_0402_1005Metric,GRM155R61E225ME15D,C72203
200kΩ,"R_fb1a,R_fb2a",R_0402_1005Metric,0402WGF2003TCE,C25764
220kΩ,R_vb1,R_0402_1005Metric,RC0402FR-07220KL,C138030
22uF,"C_5V1,Cout_U7,Cout_U8",C_0805_2012Metric,CL21A226MAQNNNE,C45783
24MHz,Y1,Crystal_SMD_SeikoEpson_FA238-4Pin_3.2x2.5mm,NX3225SA-24MHZ-EXS00A-CS08583,C2762192
330kΩ,R_vb2,R_0402_1005Metric,0402WGF3303TCE,C25778
33Ω,"R_bck,R_lrck,R_mck1,R_mck2",R_0402_1005Metric,0402WGF330JTCE,C25105
