LCSC,Ref,Status,Detail
C14165,F_PD,OK,fit=0.05mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_SWAP1,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_SWAP2,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_SWAP3,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_SWAP4,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_SWAP5,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_SWAP6,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_SWAP7,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_VBUS_BOT,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_AGG_IN,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_AND_DATA,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_AND_PWR,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_BST,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_CTRL_VDD,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_DATA1,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_DATA2,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_DATA3,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_DATA4,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_EXP_VDD,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_HUB_A1,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_HUB_A2,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_HUB_A3,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_HUB_A4,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_HUB_CR_HF,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_HUB_DD,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_HUB_PLL,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_PD_BOOT,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_PORT1_HF,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_PORT2_HF,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_PORT3_HF,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_PORT4_HF,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C60474,C_PWR1_IN,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
