Designator,Val,Package,Mid X,Mid Y,Layer,Rotation
C_BULK,4.7uF,C_0805_2012Metric,65.8,-82.75,top,0.0
C_SW1,100nF,C_0402_1005Metric,42.8,-52.6,top,270.0
C_SW2,1uF,C_0603_1608Metric,41.6,-57.0,top,180.0
FB_3V3,C3716677,L_0805_2012Metric,64.0,-85.8,top,90.0
J_ANT1,C504007,SMA_Vertical_5.08sq_D1.4,29.85,-37.2,top,45.0
J_ANT2,C504007,SMA_Vertical_5.08sq_D1.4,25.1,-48.25,top,0.0
J_ANT3,C504007,SMA_Vertical_5.08sq_D1.4,29.2,-59.15,top,45.0
J_ANT4,C504007,SMA_Vertical_5.08sq_D1.4,39.1,-64.25,top,0.0
J_ANT5,C504007,SMA_Vertical_5.08sq_D1.4,52.8,-60.15,top,45.0
J_ANT6,C504007,SMA_Vertical_5.08sq_D1.4,56.9,-49.25,top,0.0
J_ANT7,C504007,SMA_Vertical_5.08sq_D1.4,52.8,-38.35,top,45.0
J_ANT8,C504007,SMA_Vertical_5.08sq_D1.4,46.5,-25.0,top,0.0
J_RX1,C504007,SMA_Vertical_5.08sq_D1.4,57.5,-25.0,top,0.0
J_RX2,C504007,SMA_Vertical_5.08sq_D1.4,40.75,-33.1,top,0.0
LED_ST,C2286,LED_0603_1608Metric,38.8,-80.75,top,0.0
R_LED,680Ω,R_0402_1005Metric,42.0,-80.75,top,180.0
R_PD1,10kΩ,R_0402_1005Metric,40.2,-52.6,top,270.0
R_PD2,10kΩ,R_0402_1005Metric,41.5,-52.6,top,270.0
R_PD3,10kΩ,R_0402_1005Metric,41.2,-54.8,top,270.0
R_PD4,10kΩ,R_0402_1005Metric,42.5,-54.8,top,270.0
R_S1,100Ω,R_0402_1005Metric,42.0,-90.91,top,180.0
R_S2,100Ω,R_0402_1005Metric,42.0,-88.37,top,180.0
R_S3,100Ω,R_0402_1005Metric,42.0,-85.83,top,180.0
R_S4,100Ω,R_0402_1005Metric,42.0,-83.29,top,180.0
R_T1,220Ω,R_0402_1005Metric,52.0,-25.5,top,270.0
R_T2,220Ω,R_0402_1005Metric,52.0,-27.7,top,270.0
U_SW,C5121458,QFN-24_4x4_P0.5_EP2.7_PE42482,41.0,-49.0,top,0.0
