Designator,Val,Package,Mid X,Mid Y,Layer,Rotation
C1,100uF,C_1210_3225Metric,60.5,-44.0,top,0.0
C10,100nF,C_0603_1608Metric,34.5,-26.7,top,0.0
C2,1uF,C_0603_1608Metric,65.0,-26.0,top,0.0
C3,10uF,C_0805_2012Metric,50.2,-35.3,top,0.0
C4,10uF,C_0805_2012Metric,50.5,-33.0,top,0.0
C5,10uF,C_0805_2012Metric,37.0,-29.0,top,0.0
C6,10uF,C_0805_2012Metric,37.0,-32.0,top,0.0
C7,100nF,C_0603_1608Metric,50.0,-24.0,top,0.0
C8,10uF,C_0805_2012Metric,54.5,-23.8,top,0.0
C9,10uF,C_0805_2012Metric,31.0,-28.0,top,0.0
D1,C1972959,SOT-553,31.0,-35.0,top,0.0
D2,C2480,D_SMA,43.0,-47.0,top,0.0
D3,C559105,D_SMA,51.0,-47.0,top,0.0
LS1,C22359707,CMT-8504-100-SMT-TR,33.0,-46.0,top,0.0
R1,100Ω,R_0603_1608Metric,56.0,-44.0,top,0.0
R10,100Ω,R_0603_1608Metric,43.0,-29.0,top,0.0
R11,100Ω,R_0603_1608Metric,43.0,-32.0,top,0.0
R2,3.9kΩ,R_0603_1608Metric,67.0,-29.0,top,0.0
R3,100kΩ,R_0603_1608Metric,59.0,-26.0,top,0.0
R4,22kΩ,R_0603_1608Metric,57.3,-34.2,top,0.0
R5,22kΩ,R_0603_1608Metric,54.0,-35.0,top,0.0
R6,10kΩ,R_0603_1608Metric,46.5,-30.2,top,0.0
R7,20kΩ,R_0603_1608Metric,47.0,-32.0,top,0.0
R8,10kΩ,R_0603_1608Metric,57.5,-30.0,top,0.0
R9,10kΩ,R_0603_1608Metric,57.0,-32.0,top,0.0
U1,C192421,SOIC-8_3.9x4.9mm_P1.27mm,52.0,-28.0,top,270.0
