LCSC,Ref,Status,Detail
C21189,R10,OK,fit=0.08mm jlc_offset=0 db=0.0
C21189,R18,OK,fit=0.08mm jlc_offset=0 db=0.0
C21189,R19,OK,fit=0.08mm jlc_offset=0 db=0.0
C21189,R27,OK,fit=0.07mm jlc_offset=0 db=0.0
C21189,R9,OK,fit=0.08mm jlc_offset=0 db=0.0
C137779,R13,OK,fit=0.08mm jlc_offset=0 db=0.0
C137779,R4,OK,fit=0.08mm jlc_offset=0 db=0.0
C25803,R1,OK,fit=0.08mm jlc_offset=0 db=0.0
C25803,R17,OK,fit=0.08mm jlc_offset=0 db=0.0
C25803,R33,OK,fit=0.08mm jlc_offset=0 db=0.0
C25803,R8,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C13,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C28,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C33,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C34,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C35,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C36,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C37,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C41,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C42,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C43,OK,fit=0.08mm jlc_offset=0 db=0.0
C14663,C52,OK,fit=0.08mm jlc_offset=0 db=0.0
C14858,C20,OK,fit=0.07mm jlc_offset=0 db=0.0
C14858,C5,OK,fit=0.07mm jlc_offset=0 db=0.0
C90143,C14,OK,fit=0.05mm jlc_offset=0 db=0.0
C90143,C15,OK,fit=0.05mm jlc_offset=0 db=0.0
C90143,C16,OK,fit=0.05mm jlc_offset=0 db=0.0
C90143,C17,OK,fit=0.05mm jlc_offset=0 db=0.0
C90143,C29,OK,fit=0.05mm jlc_offset=0 db=0.0
C90143,C30,OK,fit=0.05mm jlc_offset=0 db=0.0
C90143,C31,OK,fit=0.05mm jlc_offset=0 db=0.0
C90143,C32,OK,fit=0.05mm jlc_offset=0 db=0.0
C25744,R28,OK,fit=0.08mm jlc_offset=0 db=0.0
C25744,R29,OK,fit=0.08mm jlc_offset=0 db=0.0
C127692,RS1,OK,fit=0.11mm jlc_offset=0 db=0.0
C127692,RS2,OK,fit=0.11mm jlc_offset=0 db=0.0
C57112,C21,OK,fit=0.07mm jlc_offset=0 db=0.0
C57112,C51,OK,fit=0.08mm jlc_offset=0 db=0.0
C57112,C6,OK,fit=0.07mm jlc_offset=0 db=0.0
C77100,C10,OK,fit=0.04mm jlc_offset=0 db=0.0
C77100,C11,OK,fit=0.05mm jlc_offset=0 db=0.0
C77100,C12,OK,fit=0.05mm jlc_offset=0 db=0.0
C77100,C24,OK,fit=0.04mm jlc_offset=0 db=0.0
C77100,C25,OK,fit=0.04mm jlc_offset=0 db=0.0
C77100,C26,OK,fit=0.05mm jlc_offset=0 db=0.0
C77100,C27,OK,fit=0.05mm jlc_offset=0 db=0.0
C77100,C49,OK,fit=0.05mm jlc_offset=0 db=0.0
C77100,C50,OK,fit=0.05mm jlc_offset=0 db=0.0
C77100,C9,OK,fit=0.04mm jlc_offset=0 db=0.0
C137798,R11,OK,fit=0.08mm jlc_offset=0 db=0.0
C137798,R2,OK,fit=0.08mm jlc_offset=0 db=0.0
C25810,R14,OK,fit=0.08mm jlc_offset=0 db=0.0
C25810,R5,OK,fit=0.08mm jlc_offset=0 db=0.0
C62774,C53,OK,fit=0.05mm jlc_offset=0 db=0.0
C62774,C54,OK,fit=0.05mm jlc_offset=0 db=0.0
C15849,C22,OK,fit=0.08mm jlc_offset=0 db=0.0
C15849,C23,OK,fit=0.08mm jlc_offset=0 db=0.0
C15849,C7,OK,fit=0.08mm jlc_offset=0 db=0.0
C15849,C8,OK,fit=0.08mm jlc_offset=0 db=0.0
C137327,R34,OK,fit=0.02mm jlc_offset=0 db=0.0
C137327,R35,OK,fit=0.02mm jlc_offset=0 db=0.0
C45783,C38,OK,fit=0.05mm jlc_offset=0 db=0.0
C45783,C39,OK,fit=0.05mm jlc_offset=0 db=0.0
C45783,C40,OK,fit=0.05mm jlc_offset=0 db=0.0
C1613,C19,OK,fit=0.08mm jlc_offset=0 db=0.0
C1613,C4,OK,fit=0.08mm jlc_offset=0 db=0.0
C728591,R12,OK,fit=0.08mm jlc_offset=0 db=0.0
C728591,R3,OK,fit=0.08mm jlc_offset=0 db=0.0
C1664,C18,OK,fit=0.08mm jlc_offset=0 db=0.0
C1664,C3,OK,fit=0.08mm jlc_offset=0 db=0.0
C23029,R20,OK,fit=0.08mm jlc_offset=0 db=0.0
C23029,R21,OK,fit=0.08mm jlc_offset=0 db=0.0
C23029,R22,OK,fit=0.08mm jlc_offset=0 db=0.0
C23184,R15,OK,fit=0.08mm jlc_offset=0 db=0.0
C23184,R6,OK,fit=0.08mm jlc_offset=0 db=0.0
C23215,R16,OK,fit=0.08mm jlc_offset=0 db=0.0
C23215,R7,OK,fit=0.08mm jlc_offset=0 db=0.0
C130056,U3,ROT-DB-SUGGEST,"fit=0.05mm jlc_offset=90 db=270.0 -> add: VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,90"
C130056,U4,ROT-DB-SUGGEST,"fit=0.05mm jlc_offset=90 db=270.0 -> add: VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,90"
C130056,U5,ROT-DB-SUGGEST,"fit=0.05mm jlc_offset=90 db=270.0 -> add: VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,90"
C13755,U11,ROT-DB-SUGGEST,"fit=0.01mm jlc_offset=90 db=270.0 -> add: HTSSOP-20-1EP_4.4x6.5mm_P0.65mm_EP3.4x6.5mm_Mask2.75x3.43mm,90"
C13755,U2,ROT-DB-SUGGEST,"fit=0.01mm jlc_offset=90 db=270.0 -> add: HTSSOP-20-1EP_4.4x6.5mm_P0.65mm_EP3.4x6.5mm_Mask2.75x3.43mm,90"
C173429,D2,POLARITY-CHECK,"2-pad polarized part: verify the model's polarity marking vs our silk in the render (if the model is unmarked, verify via the JLC order preview) - machine checks cannot see a 180-flipped symmetric model"
C173429,D2,OK,fit=0.01mm jlc_offset=0 db=0.0
C2128,D3,POLARITY-CHECK,"2-pad polarized part: verify the model's polarity marking vs our silk in the render (if the model is unmarked, verify via the JLC order preview) - machine checks cannot see a 180-flipped symmetric model"
C2128,D3,OK,fit=0.12mm jlc_offset=0 db=0.0
C2128,D4,POLARITY-CHECK,"2-pad polarized part: verify the model's polarity marking vs our silk in the render (if the model is unmarked, verify via the JLC order preview) - machine checks cannot see a 180-flipped symmetric model"
C2128,D4,OK,fit=0.12mm jlc_offset=0 db=0.0
C2760089,Q1,PAD-GEOM,pad 1<->5 ours 5.39mm vs JLC 6.94mm (d1.55mm) - land patterns disagree; adjudicate against the part datasheet's recommended pattern
C2760089,Q1,PAD-MISMATCH,best=none
