Designator,Val,Package,Mid X,Mid Y,Layer,Rotation
C1,100nF,C_0402_1005Metric,81.5,-78.2,top,90.0
C15,100nF,C_0402_1005Metric,56.0,-99.0,top,0.0
C16,2.2uF,C_0603_1608Metric,75.0,-91.5,top,0.0
C2,100nF,C_0402_1005Metric,82.0,-83.0,top,90.0
C20,100nF,C_0402_1005Metric,121.2,-65.4,top,0.0
C21,100nF,C_0402_1005Metric,122.0,-83.5,top,0.0
C22,100nF,C_0402_1005Metric,122.0,-101.0,top,0.0
C3,47nF,C_0402_1005Metric,82.0,-88.0,top,90.0
C30,22uF,C_1206_3216Metric,127.5,-71.5,top,0.0
C31,22uF,C_1206_3216Metric,127.5,-89.0,top,0.0
C32,22uF,C_1206_3216Metric,127.5,-106.5,top,0.0
C33,22uF,C_1206_3216Metric,120.0,-67.5,top,0.0
C34,22uF,C_1206_3216Metric,123.9,-58.4,top,0.0
CA1,47nF,C_0402_1005Metric,60.7,-53.9,top,0.0
CA10,1.2nF,C_0402_1005Metric,72.5,-60.9,top,0.0
CA2,2.2uF,C_0603_1608Metric,73.0,-52.5,top,0.0
CA3,100nF,C_0402_1005Metric,60.0,-55.3,top,0.0
CA4,18pF,C_0402_1005Metric,72.5,-55.3,top,0.0
CA51,10uF,C_1210_3225Metric,90.5,-68.5,top,90.0
CA52,10uF,C_1210_3225Metric,95.5,-68.5,top,90.0
CA53,10uF,C_1210_3225Metric,100.5,-68.5,top,90.0
CA61,47uF,C_1210_3225Metric,114.5,-54.0,top,90.0
CA62,47uF,C_1210_3225Metric,118.5,-54.0,top,90.0
CA63,47uF,C_1210_3225Metric,114.5,-60.0,top,90.0
CA64,47uF,C_1210_3225Metric,118.5,-60.0,top,90.0
CA7,220uF,CP_Elec_6.3x5.9,112.0,-68.3,top,0.0
CA8,8.2nF,C_0402_1005Metric,60.0,-60.9,top,0.0
CA9,39pF,C_0402_1005Metric,60.7,-62.3,top,0.0
CB1,47nF,C_0402_1005Metric,64.5,-96.0,top,0.0
CB10,1.2nF,C_0402_1005Metric,69.0,-104.4,top,0.0
CB2,2.2uF,C_0603_1608Metric,69.0,-96.0,top,0.0
CB3,100nF,C_0402_1005Metric,60.0,-98.8,top,0.0
CB4,18pF,C_0402_1005Metric,69.0,-98.8,top,0.0
CB51,10uF,C_1210_3225Metric,90.5,-88.5,top,90.0
CB52,10uF,C_1210_3225Metric,95.5,-88.5,top,90.0
CB53,10uF,C_1210_3225Metric,100.5,-88.5,top,90.0
CB61,47uF,C_1210_3225Metric,114.5,-95.0,top,90.0
CB62,47uF,C_1210_3225Metric,118.5,-95.0,top,90.0
CB63,47uF,C_1210_3225Metric,114.5,-100.5,top,90.0
