LCSC,Ref,Status,Detail
C25741,R_bg2,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C25741,R_pg,OK,fit=0.08mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_5V2,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_5V3,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_VINR,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_avdd2b,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_avdd3b,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c1,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c10,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c11,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c12,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c13,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c2,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c3,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c4,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c5,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c6,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c7,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c8,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_c9,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_d1,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_d2,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_d3,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_d4,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_d5,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_d6,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_dvdd2,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_dvdd3,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_e1,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_e2,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_flash,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
C1525,C_iovdd2,OK,fit=0.06mm jlc_offset=0 db=0.0 src=name-DB
