Comment,Designator,Footprint,MPN,LCSC
0Ω,"R10,R18,R19,R27,R9",R_0603_1608Metric,,C21189
1.21kΩ,"R13,R4",R_0603_1608Metric,,C137779
100kΩ,"R1,R17,R33,R8",R_0603_1608Metric,,C25803
100nF,"C13,C28,C33,C34,C35,C36,C37,C41,C42,C43,C52",C_0603_1608Metric,,C14663
100pF,"C20,C5",C_0603_1608Metric,,C14858
100uF,"C14,C15,C16,C17,C29,C30,C31,C32",C_1210_3225Metric,,C90143
10kΩ,"R28,R29",R_0402_1005Metric,,C25744
10mΩ,"RS1,RS2",R_2512_6332Metric,,C127692
10nF,"C21,C51,C6",C_0603_1608Metric,,C57112
10uF,"C10,C11,C12,C24,C25,C26,C27,C49,C50,C9",C_1210_3225Metric,,C77100
12.1kΩ,R32,R_0603_1608Metric,,C22864
12.4kΩ,"R11,R2",R_0603_1608Metric,,C137798
150kΩ,R36,R_0603_1608Metric,,C22807
18kΩ,"R14,R5",R_0603_1608Metric,,C25810
1uF,"C22,C23,C7,C8",C_0603_1608Metric,,C15849
22uF,"C38,C39,C40",C_0805_2012Metric,,C45783
3.09kΩ,R30,R_0603_1608Metric,,C22992
3.3nF,"C19,C4",C_0603_1608Metric,,C1613
3.92kΩ,"R12,R3",R_0603_1608Metric,,C728591
330pF,"C18,C3",C_0603_1608Metric,,C1664
36.5kΩ,"R20,R21,R22",R_0603_1608Metric,,C23029
47.5kΩ,R31,R_0603_1608Metric,,C23061
49.9kΩ,"R15,R6",R_0603_1608Metric,,C23184
6.98kΩ,"R16,R7",R_0603_1608Metric,,C23215
C130056,"U3,U4,U5",VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,,C130056
C13755,"U11,U2",HTSSOP-20-1EP_4.4x6.5mm_P0.65mm_EP3.4x6.5mm_Mask2.75x3.43mm,,C13755
C173429,D2,D_SOD-123,,C173429
C2128,"D3,D4",D_SOD-323,,C2128
C2760089,Q1,PowerPAK_SO-8_Single,,C2760089
C2866319,U13,HTSSOP-20-1EP_4.4x6.5mm_P0.65mm_EP3.4x6.5mm_Mask2.75x3.43mm,,C2866319
C2939728,SW1,SW_Slide_1P2T_CK-12D07,,C2939728
C2982822,"C1,C2",CP_Elec_6.3x7.7,,C2982822
C404363,"Q2,Q3,Q4,Q5,Q6",PowerPAK_SO-8_Single,,C404363
C408523,"L1,L2",L_Sunlord_MWSA1206S-6R8,,C408523
C473910,"U6,U7",SOT-23-6,,C473910
C503996,"J2,J3,J4",KH-AF90DIP-112_Horizontal,,C503996
C5249699,F1,Fuseholder_Blade_Mini_Keystone_3568,,C5249699
C5337088,J5,TYPE-C-31-M-12_EdgeTrim,,C5337088
C7519,"U10,U12,U8,U9",SOT-23-6,,C7519
C78284,Q7,SOT-23,,C78284
C83846,D1,D_SMB,,C83846
C98732,J1,XT60PW-M_EdgeTrim,,C98732
